"","Name","System","RT","Pubchem"
"3796","HMDB0033890","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,12180
"3797","HMDB0034237","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,7997
"3798","HMDB0035133","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,54231023
"3799","HMDB0037492","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,5362581
"3800","HMDB0039053","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,85290815
"3801","HMDB0039799","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,34742
"3802","HMDB0039974","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,110677
"3803","HMDB0040424","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,246929
"3804","HMDB0040575","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,11614
"3805","HMDB0041992","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,6417
"3806","HMDB0059678","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,522131
"3807","HMDB0061823","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,103379
"3808","HMDB0061942","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,103379
"3809","HMDB0035104","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.88535,422111
"3810","HMDB0038282","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.88535,85134319
"3811","HMDB0041364","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.88535,NA
"3812","HMDB0059797","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.88535,98490
"3813","HMDB0059798","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.88535,69061
"3814","HMDB0059799","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.88535,95724
"3815","HMDB0059800","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.88535,82105
"3816","HMDB0059801","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.88535,10229
"3817","HMDB0001189","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,37764
"3818","HMDB0003581","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,643
"3819","HMDB0005199","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,54456
"3820","HMDB0012246","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,9692
"3821","HMDB0013075","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,167029
"3822","HMDB0028917","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,18218220
"3823","HMDB0028939","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,18218222
"3824","HMDB0029030","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,142984
"3825","HMDB0029064","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,18218246
"3826","HMDB0029065","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,4420322
"3827","HMDB0029135","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,5003412
"3828","HMDB0029223","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,108055
"3829","HMDB0029224","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,4657542
"3830","HMDB0029741","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,44327835
"3831","HMDB0030353","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,2230
"3832","HMDB0030372","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,13875298
"3833","HMDB0031811","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,17563
"3834","HMDB0033763","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,101365
"3835","HMDB0034900","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,85166691
"3836","HMDB0039655","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,NA
"3837","HMDB0040021","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,6428976
"3838","HMDB0040551","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,15800938
"3839","HMDB0041931","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,1614
"3840","HMDB0042012","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.15555,54456
"3841","HMDB0030277","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.92495,77879498
"3842","HMDB0039127","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.92495,12314351
"3843","HMDB0015520","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,4631
"3844","HMDB0028809","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,18218214
"3845","HMDB0029051","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,4575735
"3846","HMDB0029103","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,19421321
"3847","HMDB0029114","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,18218253
"3848","HMDB0029119","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,131750790
"3849","HMDB0029161","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,18218214
"3850","HMDB0041309","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,9926066
"3851","HMDB0061122","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.09855,171322
"3852","HMDB0000726","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.374816667,20849040
"3853","HMDB0000953","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.374816667,6453952
"3854","HMDB0032705","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.374816667,15613266
"3855","HMDB0062751","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.374816667,251884
"3856","HMDB0000128","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.0461,763
"3857","HMDB0034778","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.0461,20497
"3858","HMDB0061944","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.0461,18970792
"3859","HMDB0012245","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.909566667,3830
"3860","HMDB0011725","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.193233333,7322
"3861","HMDB0039638","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.193233333,NA
"3862","HMDB0059968","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.193233333,21126437
"3863","HMDB0059982","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.193233333,18690341
"3864","HMDB0003764","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,100098
"3865","HMDB0006248","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,5154674
"3866","HMDB0028872","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,10130637
"3867","HMDB0029040","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,69043006
"3868","HMDB0031567","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,61283
"3869","HMDB0035207","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,562563
"3870","HMDB0036301","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,5154674
"3871","HMDB0038790","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,61243
"3872","HMDB0060435","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.359116667,151244
"3873","HMDB0002123","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,79437
"3874","HMDB0003219","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,102926
"3875","HMDB0029901","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,548228
"3876","HMDB0029935","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,548228
"3877","HMDB0029952","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,245622
"3878","HMDB0035177","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,15847403
"3879","HMDB0036431","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,81972
"3880","HMDB0040789","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,10432264
"3881","HMDB0060898","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,46781445
"3882","HMDB0060943","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.8643,77327
"3883","HMDB0000603","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,3017768
"3884","HMDB0013227","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,3016082
"3885","HMDB0030989","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,131751115
"3886","HMDB0030990","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,131751116
"3887","HMDB0032587","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,12314747
"3888","HMDB0034491","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,21491
"3889","HMDB0034971","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,15560389
"3890","HMDB0036715","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,10584182
"3891","HMDB0036855","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,78070845
"3892","HMDB0037040","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,53461967
"3893","HMDB0038730","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,73157791
"3894","HMDB0038786","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,14707328
"3895","HMDB0041363","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,NA
"3896","HMDB0060827","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,2772144
"3897","HMDB0061056","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.88725,2772144
"3898","HMDB0030758","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,12314744
"3899","HMDB0031676","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,73815034
"3900","HMDB0036318","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,72791584
"3901","HMDB0036603","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,12314746
"3902","HMDB0036846","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,14539953
"3903","HMDB0038306","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,75995908
"3904","HMDB0040334","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,71587382
"3905","HMDB0040335","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,529056
"3906","HMDB0040336","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,88623012
"3907","HMDB0040337","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,88622901
"3908","HMDB0040614","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,72777210
"3909","HMDB0040713","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.373566667,73816202
"3910","HMDB0002056","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,92272
"3911","HMDB0013247","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,8575
"3912","HMDB0015438","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,9890723
"3913","HMDB0029226","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,3028410
"3914","HMDB0029470","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,53397162
"3915","HMDB0030725","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,10231
"3916","HMDB0031668","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,76551322
"3917","HMDB0033776","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,10659
"3918","HMDB0034056","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,5321853
"3919","HMDB0035610","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,131751813
"3920","HMDB0037130","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,62580
"3921","HMDB0037681","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,539829
"3922","HMDB0038563","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,54045441
"3923","HMDB0041379","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,72800869
"3924","HMDB0094660","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.20355,6781
"3925","HMDB0036330","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.97385,3084336
"3926","HMDB0041886","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.97385,3691183
"3927","HMDB0030080","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.1811,137359
"3928","HMDB0033882","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.1811,5320083
"3929","HMDB0036556","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.1811,10546844
"3930","HMDB0000221","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.206216667,930
"3931","HMDB0000177","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.870583333,773
"3932","HMDB0034267","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.870583333,119630
"3933","HMDB0014462","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.163066667,123631
"3934","HMDB0035104","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.163066667,422111
"3935","HMDB0038282","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.163066667,85134319
"3936","HMDB0041207","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.163066667,604185
"3937","HMDB0041364","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.163066667,NA
"3938","HMDB0060829","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.163066667,NA
"3939","HMDB0031042","Waters ACQUITY UPLC with Synapt G1 Q-TOF",11.24345,158573
"3940","HMDB0061663","Waters ACQUITY UPLC with Synapt G1 Q-TOF",11.24345,15110021
"3941","HMDB0014457","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,4737
"3942","HMDB0015217","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,4819
"3943","HMDB0015440","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,2164
"3944","HMDB0028866","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,61157357
"3945","HMDB0028867","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,21777566
"3946","HMDB0028908","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,61158802
"3947","HMDB0028930","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,20847829
"3948","HMDB0030941","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,8186
"3949","HMDB0030943","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,13561
"3950","HMDB0031016","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,8185
"3951","HMDB0031064","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,78409313
"3952","HMDB0031065","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,78409314
"3953","HMDB0032371","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,102648
"3954","HMDB0032379","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,3018221
"3955","HMDB0033713","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,8163
"3956","HMDB0034856","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,61968
"3957","HMDB0035759","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,131751862
"3958","HMDB0036471","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,131751995
"3959","HMDB0060813","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.604166667,9837181
"3960","HMDB0000721","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,79101
"3961","HMDB0000875","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,5570
"3962","HMDB0001123","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,227
"3963","HMDB0001370","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,865
"3964","HMDB0001392","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,978
"3965","HMDB0001406","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,936
"3966","HMDB0001538","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,108
"3967","HMDB0001891","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,7419
"3968","HMDB0011178","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,98206
"3969","HMDB0015687","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,5147
"3970","HMDB0028697","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,426318
"3971","HMDB0029054","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,18218243
"3972","HMDB0029806","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,7151
"3973","HMDB0031412","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,NA
"3974","HMDB0031861","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,30914
"3975","HMDB0039222","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,10198007
"3976","HMDB0060722","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.673583333,85318
"3977","HMDB0028918","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.047883333,9797038
"3978","HMDB0028940","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.047883333,329275
"3979","HMDB0029086","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.047883333,19816755
"3980","HMDB0029087","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.047883333,323786
"3981","HMDB0031184","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.047883333,157273
"3982","HMDB0006867","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.047,440566
"3983","HMDB0006869","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.047,440565
"3984","HMDB0010328","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.047,53463594
"3985","HMDB0031182","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.047,152656
"3986","HMDB0040756","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.047,85094081
"3987","HMDB0040980","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.047,129715809
"3988","HMDB0002259","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,10465
"3989","HMDB0012273","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,69421
"3990","HMDB0031067","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,22207
"3991","HMDB0034131","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,589365
"3992","HMDB0037372","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,61386
"3993","HMDB0040392","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,8042
"3994","HMDB0040598","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,5312293
"3995","HMDB0059870","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,38762
"3996","HMDB0061859","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.07838333,8181
"3997","HMDB0001867","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,2148
"3998","HMDB0002335","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,14647618
"3999","HMDB0028761","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,14647618
"4000","HMDB0029013","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,3838871
"4001","HMDB0029688","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,7129
"4002","HMDB0029756","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,180624
"4003","HMDB0031621","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,107512
"4004","HMDB0031701","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,131751184
"4005","HMDB0039110","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,14101166
"4006","HMDB0040612","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,9989779
"4007","HMDB0059723","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.688066667,22501452
"4008","HMDB0014423","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.171666667,2232
"4009","isoleucine","OBSF",1.56,6306
"4010","betaine","OBSF",0.68,247
"4011","uracil","OBSF",1.01,1174
"4012","niacinamide","OBSF",1.15,936
"4013","niacin","OBSF",1.13,938
"4014","taurine","OBSF",0.65,1123
"4015","thymine","OBSF",2.38,1135
"4016","creatine","OBSF",0.72,586
"4017","3-ureidopropanoic acid","OBSF",0.95,111
"4018","hypoxanthine","OBSF",1.26,790
"4019","guanine","OBSF",0.93,764
"4020","xanthine","OBSF",1.56,1188
"4021","pyridoxine","OBSF",0.73,1054
"4022","L-arginine","OBSF",0.6,6322
"4023","L-tyrosine","OBSF",1.64,6057
"4024","D-sorbitol","OBSF",0.68,5780
"4025","L-tryptophanol","OBSF",8.26,6951149
"4026","kynurenine","OBSF",3.76,846
"4027","2-deoxycitidine","OBSF",0.73,13711
"4028","thymidine","OBSF",6.64,5789
"4029","aldosterone","OBSF",16.4,5839
"4030","sodiumglycochinodeoxycholate","OBSF",21.89,23664011
"4031","glutathione","OBSF",0.72,124886
"4032","estradiol","OBSF",19.68,5757
"4033","Histidine","OBSF",0.6,6274
"4034","gluconalactone","OBSF",0.78,7027
"4035","leucine","OBSF",2.53,6106
"4036","isolecine","OBSF",2.31,6306
"4037","phenylalanine","OBSF",4.45,6140
"4038","tryptophan","OBSF",5.45,6305
"4039","riboflavin","OBSF",7.22,493570
"4040","citric acid monohydrate","OBSF",8.41,22230
"4041","alanine","OBSF",0.68,5950
"4042","progesterone","OBSF",10.11,5994
"4043","1-4, diaminobutane","OBSF",0.6,1045
"4044","betaine","OBSF",0.69,247
"4045","uracil","OBSF",0.87,1174
"4046","l-valine","OBSF",0.69,6287
"4047","niacinamide","OBSF",1.37,936
"4048","niacine","OBSF",1.27,938
"4049","taurine","OBSF",0.68,1123
"4050","thymine","OBSF",2.97,1135
"4051","creatine","OBSF",0.74,586
"4052","3-ureido propionic acid","OBSF",1.06,111
"4053","hypoxanthine","OBSF",1.55,790
"4054","xanthine","OBSF",1.96,1188
"4055","uric acid","OBSF",0.88,1175
"4056","pyridoxine","OBSF",0.78,1054
"4057","arginine","OBSF",0.64,6322
"4058","l-tyrosine","OBSF",2.08,6057
"4059","d-sorbitol","OBSF",0.69,5780
"4060","L-tryptophanol","OBSF",5.31,6951149
"4061","l-kynurenine","OBSF",4.01,161166
"4062","2-deoxycytidine","OBSF",1.17,13711
"4063","thymidine","OBSF",4.58,5789
"4064","aldosterone","OBSF",8.78,5839
"4065","sodium glycochinodeoxycholate","OBSF",10.29,101532697
"4066","sodium glycocholate hydrate","OBSF",11,23702132
"4067","glutathione","OBSF",0.69,124886
"4068","guanine","OBSF",3.62,764
"4069","L-tyrosine","OBSF",2.17,6057
"4070","cysteine","OBSF",0.73,5862
"4071","methionine","OBSF",1.21,6137
"4072","adenine","OBSF",0.78,190
"4073","creatinine","OBSF",0.7,588
"4074","threonine","OBSF",0.66,6288
"4075","L-dihydroorotic acid","OBSF",1.07,439216
"4076","cystine","OBSF",0.63,67678
"4077","lactose","OBSF",0.73,440995
"4078","O-phospho l serine","OBSF",0.82,68841
"4079","uridine","OBSF",2.2,6029
"4080","cytosine","OBSF",0.72,597
"4081","2-nitrophenol","OBSF",8.45,6947
"4082","citrulline","OBSF",0.7,9750
"4083","L-serine","OBSF",0.65,5951
"4084","asparagine","OBSF",0.65,6267
"4085","allantoin","OBSF",0.76,204
"4086","trigonelline","Qtof-PFEM",0.96,5570
"4087","stachydrine","Qtof-PFEM",1.03,115244
"4088","vanillin","Qtof-PFEM",8.37,1183
"4089","4-hydroxyphenylacetic acid","Qtof-PFEM",9.31,127
"4090","protocatechuic acid","Qtof-PFEM",7.22,72
"4091","p-coumaric acid","Qtof-PFEM",9.24,637542
"4092","vanillic acid","Qtof-PFEM",8.52,8468
"4093","gallic acid","Qtof-PFEM",4.98,370
"4094","hippuric acid","Qtof-PFEM",8.4,464
"4095","caffeic acid","Qtof-PFEM",8.5,689043
"4096","myo-inositol","Qtof-PFEM",8.4,892
"4097","theobromine","Qtof-PFEM",7.1,5429
"4098","dihydrocaffeic acid","Qtof-PFEM",9.65,348154
"4099","veratric acid","Qtof-PFEM",8.3,7121
"4100","ferulic acid","Qtof-PFEM",9.48,445858
"4101","Pyrogallol-2-O-sulfate","Qtof-PFEM",6.13,92013662
"4102","resveratrol1 (trans)","Qtof-PFEM",10.45,445154
"4103","resveratrol2","Qtof-PFEM",10.98,5056
"4104","4-O-methylgallic acid 3-O-sulfate","Qtof-PFEM",7.32,10825483
"4105","hesperetin","Qtof-PFEM",11.72,72281
"4106","cafestol","Qtof-PFEM",13.91,108052
"4107","chlorogenic acid (3-CQA)","Qtof-PFEM",8.02,1794427
"4108","chlorogenic acid (5-CQA)","Qtof-PFEM",8.4,5280633
"4109","rosmarinic acid","Qtof-PFEM",9.87,5281792
"4110","(+)-lariciresinol","Qtof-PFEM",10.25,332427
"4111","quercetin 3'-O-sulfate","Qtof-PFEM",10.52,21676162
"4112","quercetin 4'-O-sulfate","Qtof-PFEM",10.64,25164913
"4113","(+-)-alpha-tocopherol","Qtof-PFEM",15.6,2116
"4114","ursolic acid","Qtof-PFEM",18.13,10296
"4115","kaempferol 3-glucuronide","Qtof-PFEM",9.51,14185731
